SKU,Description,Location Fixed,Location Inventory,Warehouse Fixed,Nr of Picks,Nr of Picks Total Window,Quantity,Std Unit Cost,Extended Std Cost,Demand 180 Days,Actual Locations,Number of Registered Locations,Has Bulk Location,Registered Actual Location Count,Registered Location Types,Has Ground Level,Has Hand Pick,Has Highest Level
ASM4022_438_55243-LF,CAB 38HE W800 D900 PC,EZKE,EZKE,A0000N,5,5,1.0,2080.94,2080.94,5.0,EZKE,1,True,1,,False,False,False
ASM4022_438_55248-LF,CAB. 38HE W800 D900 PC,EZKE,EZKE,A0000N,7,7,2.0,2137.3,4274.6,7.0,EZKE,1,True,1,,False,False,False
ASM4022_438_55252-LF,CAB. 38HE W600 D1200 PC,EZKE,EZKE,A0000N,46,46,5.0,1663.35,8316.75,47.0,EZKE,1,True,1,,False,False,False
ASM4022_438_55896-LF,REAR RAIL 126TE H-RC CHRM,G0802,G0802,A0000N,60,60,161.0,12.2311,1969.21,166.0,G0802,1,False,1,Legbord,False,True,False
ASM4022_438_56039-LF,EMC COVER 295MM/126TE,D0903,D0903,A0000N,22,22,17.0,115.3425,1960.82,44.0,D0903,1,False,1,Legbord,False,True,False
ASM4022_438_56069-LF,EMC COVER 415MM/126TE,F1204,F1204,A0000N,13,13,12.0,45.9375,551.25,15.0,F1204,1,False,1,Legbord,False,False,False
ASM4022_438_56071-LF,EMC COVER 475MM/84TE,F2002,F2002,A0000N,54,54,11.0,38.15,419.65,54.0,F2002,1,False,1,Legbord,False,True,False
ASM4022_438_56265-LF,FLOWBLOCKER 6HE 4TE 280MM CHRM,E0207,E0207,A0000N,9,9,24.0,31.9261,766.23,18.0,E0207,1,False,1,Pallet,False,False,True
ASM4022_438_57196-LF,REAR RAIL 126TE H-ST CHRM,E0205,E0205,A0000N,4,4,9.0,12.0493,108.44,12.0,E0205,1,False,1,Legbord,False,False,False
ASM4022_438_57996-LF,PERF STRIP STAINLESS ST 126TE,G0402,G0402,A0000N,62,62,335.0,6.9575,2330.76,251.0,G0402,1,False,1,Legbord,False,True,False
ASM4022_438_77360-LF,HD4.2 REC CRP CNT 0.24-1.0QMM,K1402,K1402,A0000N,0,0,2669.0,0.66,1761.54,0.0,K1402A,1,False,1,Legbord,False,False,False
ASM4022_439_61281-LF,HOSE PUR BLK 8X6,K1402,K1402,A0000N,0,0,100.0,0.83,83.0,29.0,K1402A,1,False,1,Legbord,False,False,False
ASM4022_439_75331-LF,HOSE BLK PUR 10X7,K1402,K1402,A0000N,0,0,50.0,1.97,98.5,7.0,K1402A,1,False,1,Legbord,False,False,False
ASM4022_451_81963-LF,L/MCWU/MDC CLEAN ASSY,K0101,K0101,A0000N,0,0,2.0,85.3965,170.79,0.0,K0101,1,False,1,Pallet,True,True,False
ASM4022_451_93541-LF,CUSHION ASSY SOFT,HZKH,HZKH,A0000N,0,0,48.0,18.03,865.44,0.0,HZKH,1,True,1,,False,False,False
ASM4022_470_71782-LF,ATWT ILIAS LS COB BOX,F1801,F1801,A0000N,10,10,31.0,43.06,1334.86,362.0,F1801,1,False,1,Pallet,True,True,False
ASM4022_471_67362-LF,ESD CLEANROOM PCA PACKAGING,LZKL,LZKL,A0000N,113,113,673.0,6.8775,4628.56,1685.0,LZKL,1,True,1,,False,False,False
ASM4022_471_76491-LF,COND. TRANS. BOX 400X380X110,EZKE,,A0000N,0,0,91.0,8.9,809.9,5.0,EZKE,1,True,1,,False,False,False
ASM4022_471_85131-LF,EXTENDER 3HE 15PE 180MM PCA,HZKH,HZKH,A0000N,27,27,43.0,55.8757,2402.66,25.0,HZKH,1,True,1,,False,False,False
ASM4022_471_96571-LF,PC LSPR6 BP PCA,HZKH,HZKH,A0000N,27,27,3.0,269.6341,808.9,25.0,HZKH,1,True,1,,False,False,False
ASM4022_472_36992-LF,MDC III 19 MON/KEYB BRACK-L,F1005,F1005,A0000N,0,0,2.0,154.75,309.5,0.0,F1005,1,False,1,Legbord,False,False,False
ASM4022_472_39811-LF,SUBRACK EMC COVER 315 MM 126TE,G0902,G0902,A0000N,27,27,12.0,37.779,453.35,50.0,G0902,1,False,1,Legbord,False,True,False
ASM4022_472_62865-LF,AIR DIST UNIT 126TE-1HE,HZKH,HZKH,A0000N,24,24,12.0,1269.0,15228.0,48.0,HZKH,1,True,1,,False,False,False
ASM4022_472_73561-LF,BLIND PLATE 2HE/126TE,G1202,G1202,A0000N,24,24,23.0,11.613,267.1,26.0,G1202,1,False,1,Legbord,False,True,False
ASM4022_472_73671-LF,POWER MOD SPEC PACK FILL PACK1,LZKL,LZKL,A0000N,0,0,52.0,32.6,1695.2,0.0,LZKL,1,True,1,,False,False,False
ASM4022_472_73681-LF,POWER MOD SPEC PACK FILL PACK2,LZKL,LZKL,A0000N,0,0,52.0,32.6,1695.2,0.0,LZKL,1,True,1,,False,False,False
ASM4022_472_73701-LF,POWER MOD SPEC PACK BOX TYPE 1,LZKL,,A0000N,0,0,120.0,70.035,8404.2,99.0,LZKL,1,True,1,,False,False,False
ASM4022_472_74802-LF,CABLE BRACKET 126TE SPECIAL,G1302,G1302,A0000N,31,31,20.0,32.361,647.22,102.0,G1302,1,False,1,Legbord,False,True,False
ASM4022_472_98041-LF,FILL PACK 12/20TE BOTTOM,LZKL,,A0000N,0,0,58.0,41.0025,2378.15,100.0,LZKL,1,True,1,,False,False,False
ASM4022_472_98051-LF,FILL PACK 12TE TOP,LZKL,,A0000N,0,0,56.0,41.0025,2296.14,99.0,LZKL,1,True,1,,False,False,False
ASM4022_472_99402-LF,IDPB BOX,D0502,D0502,A0000N,17,17,29.0,56.5383,1639.61,181.0,D0502,1,False,1,Legbord,False,True,False
ASM4022_473_00805-LF,"EDGE PROTECTION STRIP, 80X3X3",G1903,G1903,A0000N,0,0,48.0,0.2415,11.59,0.0,G1903,1,False,1,Legbord,False,False,False
ASM4022_474_06761-LF,CLEANROOM AIR-CUSHION FOIL,H1903,H1903,B0000N,0,0,5.0,101.346,506.73,0.0,H1903,1,False,1,Pallet,False,False,False
ASM4022_474_11531-LF,STANDARD CARDBOARD BOX SIZE J1,EZKE,EZKE,A0000N,0,0,9.0,14.15,127.35,0.0,EZKE,1,True,1,,False,False,False
ASM4022_474_11891-LF,PT BAND BIRTEX 16MM,J1102,J1102,A0000N,0,0,2400.0,0.1375,330.0,0.0,J1102,1,False,1,Legbord,False,True,False
ASM4022_474_20561-LF,GREY PU CUSHION 150X150X150,HZKH,HZKH,A0000N,0,0,2140.0,2.814,6021.959999999999,18605.0,HZKH,1,True,1,,False,False,False
ASM4022_474_20572-LF,STANDARD CLEAN PP FIX SIZE B,LZKL,LZKL,A0000N,0,0,348.0,4.9245,1713.73,1927.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20582-LF,STANDARD CLEAN PP FIX SIZE C,LZKL,LZKL,A0000N,0,0,390.0,6.7095,2616.71,1637.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20592-LF,STANDARD CLEAN PP FIX SIZE D,LZKL,LZKL,A0000N,0,0,225.0,9.618,2164.05,162.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20622-LF,STANDARD CLEAN PP BOX SIZE B,LZKL,LZKL,A0000N,0,0,412.0,4.2,1730.4,1999.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20632-LF,STANDARD CLEAN PP BOX SIZE C,LZKL,LZKL,A0000N,0,0,733.0,7.434,5449.12,1648.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20642-LF,STANDARD CLEAN PP BOX SIZE D,LZKL,LZKL,A0000N,0,0,135.0,17.871,2412.59,166.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20731-LF,STANDARD CARDBOARD BOX SIZE B1,LZKL,,A0000N,0,0,68.0,1.27,86.36,86.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20741-LF,STANDARD CARDBOARD BOX SIZE B2,LZKL,LZKL,A0000N,0,0,134.0,1.7325,232.16,52.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20751-LF,STD CARDB BOX (C1),LZKL,LZKL,A0000N,0,0,189.0,1.0605,200.44,372.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20761-LF,STANDARD CARDBOARD BOX SIZE C2,LZKL,LZKL,A0000N,0,0,706.0,2.142,1512.25,931.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20771-LF,STANDARD CARDBOARD BOX SIZE D1,LZKL,LZKL,A0000N,0,0,103.0,2.1735,223.86999999999998,564.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20781-LF,STANDARD CARDBOARD BOX SIZE D2,LZKL,LZKL,A0000N,0,0,281.0,3.4965,982.52,652.0,LZKL,1,True,1,,False,False,False
ASM4022_474_20801-LF,BLACK EPP CUSHION 145X145X145,HZKH,HZKH,A0000N,0,0,3445.0,2.0685,7125.98,872.0,HZKH,1,True,1,,False,False,False
ASM4022_474_27351-LF,STANDARD CARDBOARD FIXATION E1,LZKL,LZKL,A0000N,0,0,794.0,3.087,2451.08,466.0,LZKL,1,True,1,,False,False,False
ASM4022_474_27361-LF,STANDARD CARDBOARD BOX SIZE F1,LZKL,LZKL,A0000N,0,0,150.0,2.6775,401.63,403.0,LZKL,1,True,1,,False,False,False
ASM4022_474_27371-LF,STANDARD CARDB. BOX SIZE F2/G1,HZKH,HZKH,A0000N,0,0,249.0,4.7565,1184.37,769.0,HZKH,1,True,1,,False,False,False
ASM4022_474_27381-LF,STANDARD CARDB. BOX SIZE G2/H1,EZKE,EZKE,A0000N,0,0,270.0,7.539,2035.54,327.0,EZKE,1,True,1,,False,False,False
ASM4022_474_27411-LF,SYNTHETIC MATERIAL PALLET I,EZKE,EZKE,A0000N,0,0,10.0,13.671,136.71,0.0,EZKE,1,True,1,,False,False,False
ASM4022_474_27421-LF,PE PLATE 785 X 585 X 3,EZKE,EZKE,A0000N,0,0,1.0,10.68,10.68,0.0,EZKE,1,True,1,,False,False,False
ASM4022_474_34172-LF,YMCR TRANSPORT ASSY,HZKH,HZKH,A0000N,3,3,1.0,838.44,838.44,3.0,HZKH,1,True,1,,False,False,False
ASM4022_474_41912-LF,BOTTOM SHEET (PE) 1650X1550,H1002,H1002,A0000N,0,0,62.0,29.295,1816.29,48.0,H1002,1,False,1,Legbord,False,True,False
ASM4022_474_41922-LF,BLOCKBAG (PE) 1150X950X1800,K0201,,A0000N,0,0,10.0,37.233,372.33,50.0,K0201,1,False,1,Pallet,True,True,False
ASM4022_474_48031-LF,FLATBAG (PE) 750 X 1050,K0001,K0001,A0000N,0,0,123.0,12.096,1487.81,112.0,K0001,1,False,1,Pallet,True,True,False
ASM4022_474_56531-LF,NXT MDRC CBB / CBM / CBT ASSYS,EZKE,,A0000N,0,0,4.0,165.12,660.48,0.0,EZKE,1,True,1,,False,False,False
ASM4022_474_67441-LF,PCA PACKAGING 500X500,LZKL,LZKL,A0000N,16,16,82.0,48.405,3969.2200000000003,223.0,LZKL,1,True,1,,False,False,False
ASM4022_474_77862-LF,IL MMA MMEB ASSY PACKAGING,HZKH,HZKH,A0000N,6,6,96.0,37.485,3598.56,118.0,HZKH,1,True,1,,False,False,False
ASM4022_474_79801-LF,STD LDPE BAG (A) 260X360,K0303,K0303,A0000N,0,0,675.0,0.3045,205.54,825.0,K0303,1,False,1,Pallet,False,False,False
ASM4022_474_79811-LF,LDPE BAG 390X490 (B),K0502,K0502,A0000N,0,0,3355.0,0.546,1831.83,3874.0,K0502,1,False,1,Legbord,False,True,False
ASM4022_474_79831-LF,LDPE BAG 470X610 (C),K0502,K0502,A0000N,0,0,1082.0,1.1025,1192.91,3974.0,K0502,1,False,1,Legbord,False,True,False
ASM4022_474_79841-LF,LDPE BAG 650X840 (D),K1003,K1003,A0000N,0,0,566.0,1.8585,1051.92,610.0,K1003,1,False,1,Pallet,False,False,False
ASM4022_474_79851-LF,LDPE BAG 710X960 (F),F0004,F0004,A0000N,0,0,997.0,2.835,2826.5,982.0,F0004,1,False,1,Legbord,False,False,False
ASM4022_474_79961-LF,SHIELDING BAG 650X840 (D),H1202,H1202,A0000N,0,0,169.0,6.0375,1020.34,46.0,H1202,1,False,1,Legbord,False,True,False
ASM4022_474_83001-LF,LDPE BAG 650X840 (D) TAPED,J0802,J0802,A0000N,0,0,191.0,3.423,653.8,258.0,J0802,1,False,1,Legbord,False,True,False
ASM4022_474_83011-LF,LDPE BAG 450X450 (E) TAPED,K1003,K1003,A0000N,0,0,150.0,2.625,393.75,114.0,K1003,1,False,1,Pallet,False,False,False
ASM4022_476_01361-LF,PSU 24V/10A PARALLEL SEMI-F47,I0802,I0802,A0000N,0,0,15.0,315.0,4725.0,0.0,I0802,1,False,1,Legbord,False,True,False
ASM4022_476_01691-LF,PSU DIN RAIL 48V 10A,J1402,J1402,A0000N,7,7,11.0,238.1,2619.1,21.0,J1402,1,False,1,Legbord,False,True,False
ASM4022_478_00087-LF,HMI TOUCH PANEL 7 TFT,J1002,J1002,A0000N,69,69,12.0,1017.06,12204.72,67.0,J1002,1,False,1,Legbord,False,True,False
ASM4022_478_00307-LF,PSU 230VAC 48V/24VDC 1600W 1U,LZKL,LZKL,A0000N,43,43,18.0,944.28,16997.04,40.0,LZKL,1,True,1,,False,False,False
ASM4022_478_00335-LF,PSU 24VDC 1200W,LZKL,LZKL,A0000N,46,46,96.0,455.72,43749.12,86.0,LZKL,1,True,1,,False,False,False
ASM4022_478_00427-LF,PSU 24.1VDC 10A 3HE 12TE,LZKL,LZKL,A0000N,30,30,110.0,526.4,57904.0,78.0,LZKL,1,True,1,,False,False,False
